dim,fid,repetition,BSqi,BSrr,CMA-CSA,fmincon,fminunc,HCMA,HMLSL,IPOP400D,MCS,MLSL,OQNLP,SMAC-BBOB
10,12,1,209250.0,209250.0,7.919928427644821,1.3618877208678146,1.0,1.279803176023261,1.3545068217401028,23.40080518899575,18.72131514202639,1.3545068217401028,13.644822187430105,209250.0
10,13,1,73456.6666666667,73456.6666666667,7.23377703826955,1.0171935662784248,1.3496949528563504,1.0127565169162507,1.0,10.185339249399153,73456.6666666667,1.0,2.778147531891292,73456.6666666667
10,14,1,34.9700272479564,37.53133514986376,5.295640326975477,1.0,1.7302452316076293,4.727520435967302,1.0,5.147138964577657,3.8828337874659398,1.0,1.1730245231607628,55096.0
10,15,1,637960.0,637960.0,1.1218733293942207,637960.0,637960.0,1.0,637960.0,637960.0,637960.0,637960.0,637960.0,637960.0
10,16,1,338690.0,338690.0,1.9283851646036643,338690.0,338690.0,1.0,338690.0,338690.0,338690.0,338690.0,338690.0,338690.0
10,17,1,316794.0,316794.0,3.314386896857016,316794.0,316794.0,5.573675667699573,18.69818503762727,1.0,316794.0,316794.0,316794.0,316794.0
10,18,1,6726540.0,6726540.0,1.0923622047244095,6726540.0,6726540.0,1.0,52.96488188976378,6726540.0,6726540.0,6726540.0,6726540.0,6726540.0
10,19,1,7355306.0,7355306.0,1.0,7355306.0,7355306.0,1.512590895630429,7355306.0,7355306.0,7355306.0,7355306.0,7355306.0,7355306.0
10,20,1,5841274.0,5841274.0,2.0703121433028446,5841274.0,5841274.0,4.444940417307136,1.0,5841274.0,5841274.0,5841274.0,5841274.0,5841274.0
10,21,1,2003914.0,73.83707389371162,17.21451760886444,2.367562989625238,2.8841837814948126,106.07209400804572,2.187380901969087,2.6873809019690875,14.573364387042133,1.0,1.2249629472792716,2003914.0
10,22,1,235170.0,235170.0,235170.0,2.8275042184384107,1.2661451142813316,5.705092805645038,1.477124558981439,235170.0,9.018637827887714,1.0,2.557044792146035,235170.0
10,23,1,15565100.0,15565100.0,29.384524187093167,15565100.0,15565100.0,1.0,15565100.0,15565100.0,15565100.0,15565100.0,15565100.0,15565100.0
10,24,1,73714110.0,73714110.0,73714110.0,73714110.0,73714110.0,1.0,73714110.0,73714110.0,73714110.0,73714110.0,73714110.0,73714110.0
